"id","parent","label"
"4608","impôts locaux","impositions perçues au profit des communes"
"4609","impôts locaux","impositions perçues au profit des départements"
"4610","impôts locaux","impositions perçues au profit des districts"
"4611","impôts locaux","impositions perçues au profit des syndicats de communes et des syndicats mixtes"
"4612","impôts locaux","impositions perçues par les communautés ou syndicats d'agglomérations nouvelles"
"4613","impôts locaux","assiette"
"4614","impôts locaux","calcul"
"4615","impôts locaux","champ d'application"
"4616","impôts locaux","contentieux"
"4617","impôts locaux","contrôle"
"4618","impôts locaux","dégrèvement"
"4619","impôts locaux","exonération"
"4620","impôts locaux","paiement"
"4621","impôts locaux","personnes imposables"
"4622","impôts locaux","rôles"
"4623","impôts locaux","taux"
"4624","impôts locaux","politique fiscale"
"4625","impôts locaux","taxe d'habitation et taxe d'enlèvement des ordures ménagères"
"4626","impôts locaux","taxe d'habitation et taxe foncière sur les propriétés bâties"
"4627","impôts locaux","taxe d'habitation et taxes foncières"
"4628","impôts locaux","taxe et redevance d'enlèvement des ordures ménagères"
"4629","impôts locaux","taxe professionnelle et taxes foncières"
"4630","impôts locaux","taxes foncières et taxe d'enlèvement des ordures ménagères"
"4631","impôts locaux","taxes foncières et taxe d'habitation"
"4632","impôts locaux","coopération intercommunale"
"4633","impôts locaux","communes"
"4634","impôts locaux","mines et carrières"
"4635","industrie","voir liste générale"
"4636","industrie","nom du secteur"
"4637","industrie","béton"
"4638","industrie","bijouterie"
"4639","industrie","blanchisserie"
"4640","industrie","contreplaqué"
"4641","industrie","communication et informatique"
"4642","industrie","construction aéronautique"
"4643","industrie","construction navale"
"4644","industrie","éditions et imprimerie"
"4645","industrie","équipementiers"
"4646","industrie","haute technologie"
"4647","industrie","industrie cimentière"
"4648","industrie","matériaux de construction"
"4649","industrie","pharmacie"
"4650","industrie","photographie"
"4651","industrie","pianos"
"4652","industrie","porcelaine"
"4653","industrie","production sucrière"
"4654","industrie","produits d'entretien"
"4655","industrie","produits d'entretien automobile"
"4656","industrie","produits pyrotechniques"
"4657","industrie","sciences de la terre"
"4658","industrie","sidérurgie"
"4659","industrie","armement"
"4660","industrie","caoutchouc et plastiques"
"4661","industrie","chimie"
"4662","industrie","cuirs et peaux"
"4663","industrie","communication"
"4664","industrie","imprimerie"
"4665","industrie","informatique"
"4666","industrie","machines et appareils électriques"
"4667","industrie","machines et équipements"
"4668","industrie","matériel de transports"
"4669","industrie","matériel électrique et électronique"
"4670","industrie","matériel médico-chirurgical"
"4671","industrie","métallurgie"
"4672","industrie","meubles"
"4673","industrie","papier et carton"
"4674","industrie","produits de luxe"
"4675","industrie","produits d'extraction"
"4676","industrie","produits manufacturés"
"4677","industrie","produits minéraux non métalliques"
"4678","industrie","textile et habillement"
"4679","industrie","travail des métaux"
"4680","industrie","AFNOR"
"4681","industrie","centres techniques industriels"
"4682","industrie","normes de qualité"
"4683","industrie","politique industrielle"
"4684","industrie","agroalimentaire"
"4685","industrie","emploi"
"4686","industrie","entreprises"
"4687","industrie","télécommunications"
"4688","informatique","voir liste générale"
"4689","informatique","nom de l'entreprise"
"4690","informatique","entreprise CCMX"
"4691","informatique","Microsoft"
"4692","informatique","agence de l'informatique"
"4693","informatique","institut national de recherche en informatique et automatique"
"4694","informatique","banques de données"
"4695","informatique","bureautique"
"4696","informatique","conseils en système"
"4697","informatique","fichiers"
"4698","informatique","logiciels"
"4699","informatique","réseaux"
"4700","informatique","traitement de données"
"4701","informatique","Union européenne"
"4702","institutions sociales et médico-sociales","voir liste générale"
"4703","institutions sociales et médico-sociales","nom de l'institution ou du centre"
"4704","institutions sociales et médico-sociales","Agence nationale d'accréditation et d'évaluation en santé"
"4705","institutions sociales et médico-sociales","centres de planification"
"4706","institutions sociales et médico-sociales","comité départemental des retraités et personnes âgées de Haute-Saône"
"4707","institutions sociales et médico-sociales","Croix Rouge française"
"4708","institutions sociales et médico-sociales","établissements d'information et de conseil conjugual"
"4709","institutions sociales et médico-sociales","groupements de coopération sociale et médico-sociale"
"4710","institutions sociales et médico-sociales","institut thérapeutique éducatif et pédagogique de l'Hallouvry"
"4711","institutions sociales et médico-sociales","Maison d'Ariane"
"4712","institutions sociales et médico-sociales","réseau d'accueil en familles"
"4713","institutions sociales et médico-sociales","centres de convalescence"
"4714","institutions sociales et médico-sociales","centres médico-sociaux"
"4715","institutions sociales et médico-sociales","centres médico-sportifs"
"4716","institutions sociales et médico-sociales","CHRS"
"4717","institutions sociales et médico-sociales","CMPP"
"4718","institutions sociales et médico-sociales","dispensaires"
"4719","institutions sociales et médico-sociales","foyers d'accueil"
"4720","institutions sociales et médico-sociales","lieux de vie et d'accueil"
"4721","institutions sociales et médico-sociales","logement-foyers"
"4722","institutions sociales et médico-sociales","éducateurs"
"4723","institutions sociales et médico-sociales","travailleurs sociaux"
"4724","institutions sociales et médico-sociales","handicapés et personnes âgées"
"4725","jeunes","audiovisuel et communication"
"4726","jeunes","audiovisuel et communication"
"4727","jeunes","audiovisuel et communication"
"4728","jeunes","audiovisuel et communication"
"4729","jeunes","audiovisuel et communication"
"4730","jeunes","audiovisuel et communication"
"4731","jeunes","audiovisuel et communication"
"4732","jeunes","audiovisuel et communication"
"4733","jeunes","audiovisuel et communication"
"4734","jeunes","voir liste générale"
"4735","jeunes","nom de l'établissement"
"4736","jeunes","accueils collectifs de mineurs à caractère éducatif"
"4737","jeunes","audiovisuel et communication"
"4738","jeunes","nom de l'office"
"4739","jeunes","office franco-québécois pour la jeunesse"
"4740","jeunes","office franco-allemand pour la jeunesse"
"4741","jeunes","animateurs"
"4742","jeunes","associations de jeunesse et d'éducation"
"4743","jeunes","centres d'information jeunesse"
"4744","jeunes","fonds d'aide aux jeunes en difficulté"
"4745","jeunes","fonds pour le développement de l'initiative des jeunes"
"4746","jeunes","foyers de jeunes travailleurs"
"4747","jeunes","carte jeunes"
"4748","jeunes","échanges internationaux"
"4749","jeunes","délinquance"
"4750","jeunes","protection judiciaire"
"4751","jeunes","politique à l'égard des jeunes"
"4752","jeunes","emploi"
"4753","jeunes","logement"
"4754","jeunes","politiques communautaires"
"4755","jeunes","santé"
"4756","jeunes","sports"
"4757","jeunes","tourisme et loisirs"
"4758","jeux et paris","voir liste générale"
"4759","jeux et paris","appareils automatiques"
"4760","jeux et paris","casinos"
"4761","jeux et paris","cercles de jeux"
"4762","jeux et paris","courses"
"4763","jeux et paris","jeux de bonneteau"
"4764","jeux et paris","jeux de loto"
"4765","jeux et paris","jeux de société"
"4766","jeux et paris","jeux en ligne"
"4767","jeux et paris","loterie nationale"
"4768","jeux et paris","loteries"
"4769","jeux et paris","loteries clandestines"
"4770","jeux et paris","Loto"
"4771","jeux et paris","loto sportif"
"4772","jeux et paris","machines à sous"
"4773","jeux et paris","maisons de jeux"
"4774","jeux et paris","paris mutuels"
"4775","jeux et paris","PMH"
"4776","jeux et paris","PMU"
"4777","jeux et paris","sociétés de courses"
"4778","jeux et paris","tapis vert"
"4779","jeux et paris","Commission supérieure des jeux"
"4780","jeux et paris","La Française des jeux"
"4781","jeux et paris","animaux"
"4782","jeux et paris","enfants"
"4783","jeux et paris","politiques communautaires"
"4784","justice","environnement"
"4785","justice","voir liste générale"
"4786","justice","nom de la catégorie de magistrats"
"4787","justice","avocats"
"4788","justice","greffiers militaires"
"4789","justice","juge d'instruction"
"4790","justice","juge des libertés et de la détention"
"4791","justice","juges du livre foncier"
"4792","justice","nom du tribunal ou de la cour"
"4793","justice","tribunaux paritaires ruraux"
"4794","justice","Conseil supérieur de la magistrature"
"4795","justice","aide à l'accès au droit"
"4796","justice","aide à l'intervention de l'avocat"
"4797","justice","aide juridictionnelle"
"4798","justice","aide juridique"
"4799","justice","tribunaux d'instance et tribunaux de grande instance"
"4800","justice","chambres régionales des comptes"
"4801","justice","Conseil d'État"
"4802","justice","conseils de prud'hommes"
"4803","justice","conseillers prud'homaux"
"4804","justice","Cour de cassation"
"4805","justice","Cour de discipline budgétaire et financière"
"4806","justice","Cour de justice de la République"
"4807","justice","Cour des comptes"
"4808","justice","cours administratives d'appel"
"4809","justice","cours d'appel"
"4810","justice","cours d'assises"
"4811","justice","Haute cour de justice"
"4812","justice","justice militaire"
"4813","justice","maisons de justice"
"4814","justice","palais de justice"
"4815","justice","tribunal des conflits"
"4816","justice","tribunaux"
"4817","justice","tribunaux administratifs"
"4818","justice","tribunaux administratifs et cours administratives d'appel"
"4819","justice","tribunaux correctionnels"
"4820","justice","tribunaux de commerce"
"4821","justice","tribunaux de grande instance"
"4822","justice","tribunaux de police"
"4823","justice","tribunaux des affaires de sécurité sociale"
"4824","justice","tribunaux des pensions"
"4825","justice","tribunaux d'instance"
"4826","justice","tribunaux maritimes commerciaux"
"4827","justice","tribunaux paritaires des baux ruraux"
"4828","justice","tribunaux pour enfants"
"4829","justice","juridictions administratives"
"4830","justice","juridictions civiles"
"4831","justice","juridictions commerciales"
"4832","justice","juridictions pénales"
"4833","justice","juridictions sociales"
"4834","justice","arrêts"
"4835","justice","casier judiciaire"
"4836","justice","droit d'ester"
"4837","justice","jugements"
"4838","justice","jurisprudence"
"4839","justice","assistants de justice"
"4840","justice","conciliateurs"
"4841","justice","conseillers prud'hommes"
"4842","justice","greffiers"
"4843","justice","magistrats"
"4844","justice","magistrats du parquet"
"4845","justice","magistrats du siège"
"4846","justice","médiateurs"
"4847","justice","psychologues experts"
"4848","justice","médecine légale"
"4849","justice","arbitrage"
"4850","justice","conciliation"
"4851","justice","contentieux"
"4852","justice","erreurs judiciaires"
"4853","justice","expertise"
"4854","justice","frais de justice"
"4855","justice","indemnisation à raison d'une détention provisoire"
"4856","justice","indemnisation des victimes"
"4857","justice","médiation"
"4858","justice","ordonnances"
"4859","justice","plaignants"
"4860","justice","procédure civile"
"4861","justice","procédures"
"4862","justice","procès"
"4863","justice","responsabilité civile"
"4864","justice","témoins"
"4865","justice","cours administratives d'appel et tribunaux administratifs"
"4866","justice","Cour de discipline budgétaire et financière et tribunal des conflits"
"4867","justice","conciliateurs et médiateurs"
"4868","justice","Conseil d'État et Cour de cassation"
"4869","justice","juridictions de proximité et tribunaux d'instance"
"4870","justice","matériels et moyens financiers"
"4871","justice","associations"
"4872","justice","enfants"
"4873","justice","ministères et secrétariats d'État"
"4874","justice","police"
"4875","justice","politiques communautaires"
"4876","justice","système pénitentiaire"
"4878","langue française","voir liste générale"
"4879","langue française","centre de recherche et d'étude pour la diffusion du français"
"4880","langue française","conseil supérieur de la langue française"
"4881","langue française","délégation générale à la langue française"
"4882","langue française","anglicismes"
"4883","langue française","défense"
"4884","langue française","littérature"
"4885","langue française","orthographe"
"4886","langue française","usage"
"4887","langue française","défense et usage"
"4888","langue française","enseignement"
"4890","logement","voir liste générale"
"4891","logement","ADIL"
"4892","logement","ANAH"
"4893","logement","ANIL"
"4894","logement","associations régionales de restauration immobilière"
"4895","logement","Conseil national de l'habitat"
"4896","logement","conseils départementaux de l'habitat"
"4897","logement","entreprises sociales pour l'habitat"
"4898","logement","HLM"
"4899","logement","ILM"
"4900","logement","OPAC"
"4901","logement","OPAH"
"4902","logement","OPHLM"
"4903","logement","OPH"
"4904","logement","union d'économie sociale"
"4905","logement","logement social"
"4906","logement","logement très social"
"4907","logement","logement décent"
"4908","logement","accédants en difficulté"
"4909","logement","droit au logement opposable"
"4910","logement","expulsions"
"4911","logement","logements meublés"
"4912","logement","habitat insalubre"
"4913","logement","logements vacants"
"4914","logement","immeubles collectifs"
"4915","logement","maisons individuelles"
"4916","logement","occupation illicite"
"4917","logement","saisies"
"4918","logement","accession à la propriété"
"4919","logement","amélioration de l'habitat"
"4920","logement","chauffage"
"4921","logement","construction"
"4922","logement","épargne logement"
"4923","logement","location"
"4924","logement","programme local de l'habitat"
"4925","logement","ravalement"
"4926","logement","réhabilitation des cités minières"
"4927","logement","relogement"
"4928","logement","politique du logement"
"4929","logement","OPAC et OPHLM"
"4930","logement","associations"
"4931","logement","eau"
"4932","logement","handicapés"
"4933","logement","impôts locaux"
"4934","logement","jeunes"
"4935","logement","mines et carrières"
"4936","logement : aides et prêts","politiques communautaires"
"4937","logement : aides et prêts","voir liste générale"
"4938","logement : aides et prêts","ANPEEC"
"4939","logement : aides et prêts","Fonds national d'aide au logement"
"4940","logement : aides et prêts","Fonds national de l'habitation"
"4941","logement : aides et prêts","allocations de logement et APL"
"4942","logement : aides et prêts","allocation de logement à caractère familial"
"4943","logement : aides et prêts","allocation de logement à caractère social"
"4944","logement : aides et prêts","allocations de logement"
"4945","logement : aides et prêts","APL"
"4946","logement : aides et prêts","PAH"
"4947","logement : aides et prêts","PALULOS"
"4948","logement : aides et prêts","participation patronale"
"4949","logement : aides et prêts","prime de décohabitation des ménages ruraux"
"4950","logement : aides et prêts","prime de déménagement"
"4951","logement : aides et prêts","primes"
"4952","logement : aides et prêts","subventions de l'ANAH"
"4953","logement : aides et prêts","PAS"
"4954","logement : aides et prêts","PLAI"
"4955","logement : aides et prêts","PLI"
"4956","logement : aides et prêts","PLS"
"4957","logement : aides et prêts","PLUS"
"4958","logement : aides et prêts","prêts"
"4959","logement : aides et prêts","prêts à l'amélioration de l'habitat"
"4960","logement : aides et prêts","prêt à taux zéro"
"4961","logement : aides et prêts","prêts conventionnés"
"4962","logement : aides et prêts","prêts d'épargne logement"
"4963","logement : aides et prêts","prêts des employeurs"
"4964","logement : aides et prêts","accession à la propriété"
"4965","marchés financiers","voir liste générale"
"4966","marchés financiers","AMF"
"4967","marchés financiers","CMF"
"4968","marchés financiers","Bourse"
"4969","marchés financiers","comptant"
"4970","marchés financiers","marchés à terme"
"4971","marchés financiers","marchés financiers internationaux"
"4972","marchés financiers","MATIF"
"4973","marchés financiers","MONEP"
"4974","marchés financiers","nouveau marché"
"4975","marchés financiers","règlement mensuel"
"4976","marchés financiers","second marché"
"4977","marchés financiers","actions"
"4978","marchés financiers","actions à dividende prioritaire"
"4979","marchés financiers","bons de souscription"
"4980","marchés financiers","bons d'option"
"4981","marchés financiers","BTAN"
"4982","marchés financiers","BTF"
"4983","marchés financiers","certificats de dépôt"
"4984","marchés financiers","certificats d'investissement"
"4985","marchés financiers","dividendes"
"4986","marchés financiers","dividendes en actions"
"4987","marchés financiers","droits d'attribution"
"4988","marchés financiers","droits de souscription"
"4989","marchés financiers","OAT"
"4990","marchés financiers","obligations"
"4991","marchés financiers","obligations à bons de souscription d'action"
"4992","marchés financiers","obligations convertibles"
"4993","marchés financiers","obligations remboursables en actions"
"4994","marchés financiers","options négociables"
"4995","marchés financiers","parts de fondateur"
"4996","marchés financiers","report"
"4997","marchés financiers","titres participatifs"
"4998","marchés financiers","valeurs mobilières"
"4999","marchés financiers","OPA"
"5000","marchés financiers","OPE"
"5001","marchés financiers","OPR"
"5002","marchés financiers","OPRA"
"5003","marchés financiers","OPV"
"5004","marchés financiers","TME"
"5005","marchés financiers","bourses de valeurs"
"5006","marchés financiers","indices boursiers"
"5007","marchés financiers","taux interbancaire offert à Paris"
"5008","marchés financiers","taux moyen des obligations"
"5009","marchés financiers","banques et établissements financiers"
"5010","marchés financiers","entreprises"
"5011","marchés financiers","politiques communautaires"
"5012","marchés publics","voir liste générale"
"5013","marchés publics","adjudications"
"5014","marchés publics","adjudications ouvertes"
"5015","marchés publics","adjudications restreintes"
"5016","marchés publics","appels d'offres"
"5017","marchés publics","appels d'offres avec concours"
"5018","marchés publics","appels d'offres ouverts"
"5019","marchés publics","appels d'offres restreints"
"5020","marchés publics","dialogue compétitif"
"5021","marchés publics","marchés négociés"
"5022","marchés publics","études"
"5023","marchés publics","fournitures"
"5024","marchés publics","services"
"5025","marchés publics","travaux"
"5026","marchés publics","avenants"
"5027","marchés publics","cahiers des charges"
"5028","marchés publics","contentieux"
"5029","marchés publics","contrats"
"5030","marchés publics","maîtrise d'ouvrage"
"5031","marchés publics","passation"
"5032","marchés publics","soumissions"
"5033","marchés publics","sous-traitance"
"5034","marchés publics","transparence"
"5035","marchés publics","APASP"
"5036","marchés publics","code des marchés publics"
"5037","marchés publics","commission centrale des marchés"
"5038","marchés publics","délégations de service public"
"5039","marchés publics","UGAP"
"5040","marchés publics","collectivités territoriales"
"5041","marchés publics","communes"
"5042","marchés publics","entreprises"
"5043","marchés publics","patrimoine culturel"
"5044","marchés publics","presse et livres"
"5045","matières premières","voir liste générale"
"5046","matières premières","nom de l'entreprise"
"5047","matières premières","nom du matériau ou de la matière première"
"5048","matières premières","acier"
"5049","matières premières","cuivre"
"5050","matières premières","métaux"
"5051","médecines parallèles","perspectives et voir liste générale"
"5052","médecines parallèles","voir liste générale"
"5053","médecines parallèles","nom de la spécialité"
"5054","médecines parallèles","herboristes"
"5055","médecines parallèles","médecines naturelles"
"5056","médecines parallèles","microkinésithérapie"
"5057","médecines parallèles","phytothérapie"
"5058","médecines parallèles","sophrologues"
"5059","médecines parallèles","chiropracteurs"
"5060","médecines parallèles","étiopathes"
"5061","médecines parallèles","guérisseurs"
"5062","médecines parallèles","homéopathes"
"5063","médecines parallèles","mésothérapeutes"
"5064","médecines parallèles","musicothérapeutes"
"5065","médecines parallèles","naturopathes"
"5066","médecines parallèles","ostéopathes"
"5067","médecines parallèles","exercice illégal de la médecine"
"5068","médecines parallèles","ostéopathes et chiropracteurs"
"5069","mer et littoral","voir liste générale"
"5070","mer et littoral","dunes"
"5071","mer et littoral","espaces littoraux"
"5072","mer et littoral","estuaires"
"5073","mer et littoral","fonds marins"
"5074","mer et littoral","lagunes"
"5075","mer et littoral","nodules poly-métalliques"
"5076","mer et littoral","plages"
"5077","mer et littoral","accidents"
"5078","mer et littoral","protection"
"5079","mer et littoral","sauvetage en mer"
"5080","mer et littoral","aménagement du littoral"
"5081","mer et littoral","domaine public maritime"
"5082","mer et littoral","eaux territoriales"
"5083","mer et littoral","politique de la mer"
"5084","mer et littoral","énergie et carburants"
"5085","mines et carrières","voir liste générale"
"5086","mines et carrières","bassins miniers"
"5087","mines et carrières","carrières"
"5088","mines et carrières","gîtes géothermiques"
"5089","mines et carrières","mines"
"5090","mines et carrières","accidents"
"5091","mines et carrières","affaissements miniers"
"5092","mines et carrières","concession"
"5093","mines et carrières","nuisances"
"5094","mines et carrières","permis d'exploitation"
"5095","mines et carrières","permis exclusif de recherches"
"5096","mines et carrières","exploitation"
"5097","mines et carrières","extraction"
"5098","mines et carrières","prospection"
"5099","mines et carrières","titres miniers"
"5100","mines et carrières","travailleurs de la mine"
"5101","mines et carrières","droit minier"
"5102","mines et carrières","travailleurs de la mine : paiement des pensions"
"5103","mines et carrières","environnement"
"5104","ministères et secrétariats d'État","voir liste générale"
"5105","ministères et secrétariats d'État","nom abrégé du ministère ou du secrétariat d'État complété par une des têtes d'analyse suivantes"
"5106","ministères et secrétariats d'État","affaires étrangères et européennes : ambassades et consulats"
"5107","ministères et secrétariats d'État","affaires étrangères et européennes : budget"
"5108","ministères et secrétariats d'État","affaires étrangères et européennes : fonctionnement"
"5109","ministères et secrétariats d'État","affaires étrangères et européennes : personnel"
"5110","ministères et secrétariats d'État","affaires étrangères et européennes : structures administratives"
"5111","ministères et secrétariats d'État","affaires européennes : administration centrale"
"5112","ministères et secrétariats d'État","affaires européennes : fonctionnement"
"5113","ministères et secrétariats d'État","affaires européennes : parc automobile"
"5114","ministères et secrétariats d'État","affaires européennes : personnel"
"5115","ministères et secrétariats d'État","alimentation, agriculture et pêche : administration centrale"
"5116","ministères et secrétariats d'État","alimentation, agriculture et pêche : services extérieurs"
"5117","ministères et secrétariats d'État","alimentation, agriculture et pêche : structures administratives"
"5118","ministères et secrétariats d'État","agriculture et pêche"
"5119","ministères et secrétariats d'État","agriculture et pêche : budget"
"5120","ministères et secrétariats d'État","agriculture et pêche : fonctionnement"
"5121","ministères et secrétariats d'État","agriculture et pêche : instances de réflexion"
"5122","ministères et secrétariats d'État","agriculture et pêche : parc automobile"
"5123","ministères et secrétariats d'État","agriculture et pêche : personnel"
"5124","ministères et secrétariats d'État","agriculture et pêche : services extérieurs"
"5125","ministères et secrétariats d'État","agriculture et pêche : site Internet"
"5126","ministères et secrétariats d'État","agriculture et pêche : structures administratives"
"5127","ministères et secrétariats d'État","aménagement du territoire : budget"
"5128","ministères et secrétariats d'État","anciens combattants : administration centrale"
"5129","ministères et secrétariats d'État","anciens combattants : budget"
"5130","ministères et secrétariats d'État","anciens combattants : archives"
"5131","ministères et secrétariats d'État","anciens combattants : fonctionnement"
"5132","ministères et secrétariats d'État","anciens combattants : parc automobile"
"5133","ministères et secrétariats d'État","anciens combattants : personnel"
"5134","ministères et secrétariats d'État","anciens combattants : site Internet"
"5135","ministères et secrétariats d'État","anciens combattants : structures administratives"
"5136","ministères et secrétariats d'État","budget, comptes publics et fonction publique : cadastre"
"5137","ministères et secrétariats d'État","budget, comptes publics et fonction publique : services du Trésor"
"5138","ministères et secrétariats d'État","budget, comptes publics et fonction publique : centre des impôts"
"5139","ministères et secrétariats d'État","budget, comptes publics et fonction publique : fonctionnement"
"5140","ministères et secrétariats d'État","budget, comptes publics et fonction publique : personnel"
"5141","ministères et secrétariats d'État","budget, comptes publics et fonction publique : publications"
"5142","ministères et secrétariats d'État","budget, comptes publics et fonction publique : services du Trésor"
"5143","ministères et secrétariats d'État","budget, comptes publics et fonction publique : services extérieurs"
"5144","ministères et secrétariats d'État","budget, comptes publics, fonction publique et réforme de l'État : administration centrale"
"5145","ministères et secrétariats d'État","budget, comptes publics, fonction publique et réforme de l'État : fonctionnement"
"5146","ministères et secrétariats d'État","budget, comptes publics, fonction publique et réforme de l'État : personnel"
"5147","ministères et secrétariats d'État","budget, comptes publics, fonction publique et réforme de l'État : services du Trésor"
"5148","ministères et secrétariats d'État","budget, comptes publics, fonction publique et réforme de l'État : services extérieurs"
"5149","ministères et secrétariats d'État","budget, comptes publics et réforme de l'État : personnel"
"5150","ministères et secrétariats d'État","budget, comptes publics et réforme de l'État : services extérieurs"
"5151","ministères et secrétariats d'État","coopération et francophonie : personnel"
"5152","ministères et secrétariats d'État","culture et communication"
"5153","ministères et secrétariats d'État","culture et  communication : administration centrale"
"5154","ministères et secrétariats d'État","culture et communication : archives"
"5155","ministères et secrétariats d'État","culture et communication : budget"
"5156","ministères et secrétariats d'État","culture et communication : fonctionnement"
"5157","ministères et secrétariats d'État","culture et communication : inventaire général"
"5158","ministères et secrétariats d'État","culture et communication : parc automobile"
"5159","ministères et secrétariats d'État","culture et communication : personnel"
"5160","ministères et secrétariats d'État","culture et communication : services extérieurs"
"5161","ministères et secrétariats d'État","culture et communication : statistiques"
"5162","ministères et secrétariats d'État","culture et communication : structures administratives"
"5163","ministères et secrétariats d'État","défense : administration centrale"
"5164","ministères et secrétariats d'État","défense : archives"
"5165","ministères et secrétariats d'État","défense : bâtiments"
"5166","ministères et secrétariats d'État","défense : budget"
"5167","ministères et secrétariats d'État","défense : équipements"
"5168","ministères et secrétariats d'État","défense : fonctionnement"
"5169","ministères et secrétariats d'État","défense : organisation"
"5170","ministères et secrétariats d'État","défense : parc automobile"
"5171","ministères et secrétariats d'État","défense : personnel"
"5172","ministères et secrétariats d'État","défense : publications"
"5173","ministères et secrétariats d'État","défense : statistiques"
"5174","ministères et secrétariats d'État","défense : structures administratives"
"5175","ministères et secrétariats d'État","défense et anciens combattants : budget"
"5176","ministères et secrétariats d'État","défense et anciens combattants : fonctionnement"
"5177","ministères et secrétariats d'État","écologie, développement et aménagement durables : administration centrale"
"5178","ministères et secrétariats d'État","écologie, développement et aménagement durables : budget"
"5179","ministères et secrétariats d'État","écologie, développement et aménagement durables : fonctionnement"
"5180","ministères et secrétariats d'État","écologie, développement et aménagement durables : personnel"
"5181","ministères et secrétariats d'État","écologie, développement et aménagement durables : services extérieurs"
"5182","ministères et secrétariats d'État","écologie, développement et aménagement durables : site Internet"
"5183","ministères et secrétariats d'État","écologie, développement et aménagement durables : statistiques"
"5184","ministères et secrétariats d'État","écologie, développement et aménagement durables : structures administratives"
"5185","ministères et secrétariats d'État","écologie, énergie, développement durable et aménagement du territoire : structures administratives"
"5186","ministères et secrétariats d'État","écologie, énergie, développement durable et aménagement du territoire : instances de réflexion"
"5187","ministères et secrétariats d'État","écologie, énergie, développement durable et aménagement  du territoire : instances de réflexion"
"5188","ministères et secrétariats d'État","écologie, énergie, développement durable et aménagement du territoire : personnel"
"5189","ministères et secrétariats d'État","écologie, énergie, développement durable et aménagement du territoire : services extérieurs"
"5190","ministères et secrétariats d'État","écologie, énergie, développement durable et mer : personnel"
"5191","ministères et secrétariats d'État","écologie, énergie, développement durable et mer : services extérieurs"
"5192","ministères et secrétariats d'État","écologie, énergie, développement durable et mer : structures administratives"
"5193","ministères et secrétariats d'État","économie, finances et emploi : cadastre"
"5194","ministères et secrétariats d'État","économie, finances et emploi : INSEE"
"5195","ministères et secrétariats d'État","économie, finances et emploi : personnel"
"5196","ministères et secrétariats d'État","économie, finances et emploi : publications"
"5197","ministères et secrétariats d'État","économie, finances et emploi : services extérieurs"
"5198","ministères et secrétariats d'État","économie, finances et emploi : site Internet"
"5199","ministères et secrétariats d'État","économie, finances et emploi : statistiques"
"5200","ministères et secrétariats d'État","économie, finances et emploi : structures administratives"
"5201","ministères et secrétariats d'État","économie, industrie et emploi : administration centrale"
"5202","ministères et secrétariats d'État","économie, industrie et emploi : fonctionnement"
"5203","ministères et secrétariats d'État","économie, industrie et emploi : INSEE"
"5204","ministères et secrétariats d'État","économie, industrie et emploi : personnel"
"5205","ministères et secrétariats d'État","économie, industrie et emploi : publications"
"5206","ministères et secrétariats d'État","économie, industrie et emploi : services extérieurs"
"5207","ministères et secrétariats d'État","économie, industrie et emploi : structures administratives"
"5208","ministères et secrétariats d'État","éducation nationale : académies"
"5209","ministères et secrétariats d'État","éducation nationale : administration centrale"
"5210","ministères et secrétariats d'État","éducation nationale : bâtiments"
"5211","ministères et secrétariats d'État","éducation nationale : budget"
"5212","ministères et secrétariats d'État","éducation nationale : équipements"
"5213","ministères et secrétariats d'État","éducation nationale : fonctionnement"
"5214","ministères et secrétariats d'État","éducation nationale : parc automobile"
"5215","ministères et secrétariats d'État","éducation nationale : personnel"
"5216","ministères et secrétariats d'État","éducation nationale : publications"
"5217","ministères et secrétariats d'État","éducation nationale : site Internet"
"5218","ministères et secrétariats d'État","éducation nationale : statistiques"
"5219","ministères et secrétariats d'État","éducation nationale : structures administratives"
"5220","ministères et secrétariats d'État","enseignement supérieur et recherche : budget"
"5221","ministères et secrétariats d'État","enseignement supérieur et recherche : parc automobile"
"5222","ministères et secrétariats d'État","enseignement supérieur et recherche : fonctionnement"
"5223","ministères et secrétariats d'État","enseignement supérieur et recherche : personnel"
"5224","ministères et secrétariats d'État","famille et solidarité : structures administratives"
"5225","ministères et secrétariats d'État","fonction publique : administration centrale"
"5226","ministères et secrétariats d'État","fonction publique : budget"
"5227","ministères et secrétariats d'État","fonction publique : fonctionnement"
"5228","ministères et secrétariats d'État","fonction publique : parc automobile"
"5229","ministères et secrétariats d'État","fonction publique : personnel"
"5230","ministères et secrétariats d'État","fonction publique : statistiques"
"5231","ministères et secrétariats d'État","fonction publique : structures administratives"
"5232","ministères et secrétariats d'État","immigration : ambassades et consulats"
"5233","ministères et secrétariats d'État","immigration,intégration, identité nationale et développement solidaire"
"5234","ministères et secrétariats d'État","immigration,intégration, identité nationale et développement solidaire : personnel"
"5235","ministères et secrétariats d'État","intérieur : bâtiments"
"5236","ministères et secrétariats d'État","intérieur : préfecture"
"5237","ministères et secrétariats d'État","intérieur, outre-mer et collectivités territoriales"
"5238","ministères et secrétariats d'État","intérieur, outre-mer et collectivités territoriales : administration centrale"
"5239","ministères et secrétariats d'État","intérieur, outre-mer et collectivités territoriales : bâtiments"
"5240","ministères et secrétariats d'État","intérieur, outre-mer et collectivités territoriales : fonctionnement"
